source_URLs	Discipline	Type	Level	Skill
https://whitewolf.fandom.com/wiki/Potence	Potence	skill	8	Lend the Supernatural Vigor: The Kindred grants their incredible strength to another.
https://whitewolf.fandom.com/wiki/Potence	Potence	skill	8	Touch of Pain: The Kindred puts the full force of their strength against one person or object.
https://whitewolf.fandom.com/wiki/Potence	Potence	skill	9	Might of the Heroes: The Kindred performs physical feats of mythic proportion.
https://whitewolf.fandom.com/wiki/Potence	Potence	skill	1	Lethal Body: The Kindred can cause serious physical damage to a mortal, capable of tearing skin and breaking bone.
https://whitewolf.fandom.com/wiki/Potence	Potence	skill	1	Soaring Leap: The Kindred can leap higher and further.
https://whitewolf.fandom.com/wiki/Potence	Potence	skill	2	Prowess: The Kindred gains an overall increase in strength.
https://whitewolf.fandom.com/wiki/Potence	Potence	skill	3	Brutal Feed: The Kindred is given such strength in feeding as to be able to completely exsanguinate a mortal human within a matter of seconds.
https://whitewolf.fandom.com/wiki/Potence	Potence	skill	3	Spark of Rage: A combination of both Potence and Presence, the Kindred can incite anger or even frenzy in any onlookers.
https://whitewolf.fandom.com/wiki/Potence	Potence	skill	3	Uncanny Grip: The Kindred is able to grip onto nearly any surface, and climb and hang unsupported from walls and ceilings.
https://whitewolf.fandom.com/wiki/Potence	Potence	skill	4	Draught of Might: The Kindred's blood can serve as a strength potion to anyone who drinks of it; friend or foe alike.
https://whitewolf.fandom.com/wiki/Potence	Potence	skill	5	Earthshock: The Kindred can slam their fist or foot into the ground to cause a forceful shockwave to knock their adversaries prone.
https://whitewolf.fandom.com/wiki/Potence	Potence	skill	5	Fist of Caine: The Kindred's bare hands are capable of causing devastating or lethal injuries to both mortals and other Kindred alike.
https://whitewolf.fandom.com/wiki/Obfuscate_(VTM)	Obfuscate	skill	6	Blithe Acceptance: People nearby will ignore you no matter what you do so long as you do not become violent
https://whitewolf.fandom.com/wiki/Obfuscate_(VTM)	Obfuscate	skill	6	Busy Doing Nothing: Makes you appear to be doing nothing
https://whitewolf.fandom.com/wiki/Obfuscate_(VTM)	Obfuscate	skill	6	Conceal: Hide an object independent of you up to the size of a house
https://whitewolf.fandom.com/wiki/Obfuscate_(VTM)	Obfuscate	skill	6	Confusion of the Eye: Make a target mentally view someone else differently as with Mask of a Thousand Faces without making any visible signs to others
https://whitewolf.fandom.com/wiki/Obfuscate_(VTM)	Obfuscate	skill	6	Diastatsis: Lets the user fade away and replace themselves with an illusionary self they can control
https://whitewolf.fandom.com/wiki/Obfuscate_(VTM)	Obfuscate	skill	6	Displacement: Appear to be shifted a little to one side
https://whitewolf.fandom.com/wiki/Obfuscate_(VTM)	Obfuscate	skill	6	Gemini's Mirror: Move around invisible while an image of you continues to act normally
https://whitewolf.fandom.com/wiki/Obfuscate_(VTM)	Obfuscate	skill	6	Invisible Weapon: Hide a weapon so that it cannot be seen even when you are attacking with it
https://whitewolf.fandom.com/wiki/Obfuscate_(VTM)	Obfuscate	skill	6	Manifold Guise: Make everyone in an area look like someone else as with Mask of a Thousand Faces, whether they want to or not
https://whitewolf.fandom.com/wiki/Obfuscate_(VTM)	Obfuscate	skill	6	Mask of Janus: Exchange your appearance as with Mask of a Thousand Faces with someone else
https://whitewolf.fandom.com/wiki/Obfuscate_(VTM)	Obfuscate	skill	6	Mental Maze: Make someone unable to find their way out of an area
https://whitewolf.fandom.com/wiki/Obfuscate_(VTM)	Obfuscate	skill	6	Mind Blank: Protect your mind from attempts to read it
https://whitewolf.fandom.com/wiki/Obfuscate_(VTM)	Obfuscate	skill	6	Scrawl: Hide messages in writing legible only to an intended viewer
https://whitewolf.fandom.com/wiki/Obfuscate_(VTM)	Obfuscate	skill	6	Soul Mask: Disguise your aura to appear differently or not at all
https://whitewolf.fandom.com/wiki/Obfuscate_(VTM)	Obfuscate	skill	7	Cache: Extend an Obfuscate power so that it continues after you have left the area
https://whitewolf.fandom.com/wiki/Obfuscate_(VTM)	Obfuscate	skill	7	Cloak: Hide yourself from Auspex powers searching for you
https://whitewolf.fandom.com/wiki/Obfuscate_(VTM)	Obfuscate	skill	7	Fortress of Silence: Cut any noises off, allowing clarity of thought and heightened awareness of self, or use on a target to drive it mad with the sound of its own heartbeat
https://whitewolf.fandom.com/wiki/Obfuscate_(VTM)	Obfuscate	skill	7	Veil of Blissful Ignorance: Make it so no one will see a person no matter what he does
https://whitewolf.fandom.com/wiki/Obfuscate_(VTM)	Obfuscate	skill	7	Veil the Legions: Hide a small army from a distance
https://whitewolf.fandom.com/wiki/Obfuscate_(VTM)	Obfuscate	skill	7	Visit Faerieland: Step into the Dream
https://whitewolf.fandom.com/wiki/Obfuscate_(VTM)	Obfuscate	skill	8	Horrid Countenance: Take on the appearance of a monstrous entity that every person sees as their personal nightmare
https://whitewolf.fandom.com/wiki/Obfuscate_(VTM)	Obfuscate	skill	8	Old Friend: Make someone view you as a trusted friend and confidant
https://whitewolf.fandom.com/wiki/Obfuscate_(VTM)	Obfuscate	skill	8	Phantom Haunter: Take on the visage of a figure that haunts and terrifies the target
https://whitewolf.fandom.com/wiki/Obfuscate_(VTM)	Obfuscate	skill	9	Create Name: Create a whole new identity for yourself that overcomes any suspicions
https://whitewolf.fandom.com/wiki/Obfuscate_(VTM)	Obfuscate	skill	9	Obscure God's Creation: Remove a person or object from another's perceptions
https://whitewolf.fandom.com/wiki/Obfuscate_(VTM)	Obfuscate	skill	10	Memories Fading Glimpse: Remove your existence from reality
https://whitewolf.fandom.com/wiki/Obfuscate_(VTM)	Obfuscate	skill	10	Plot Device
https://whitewolf.fandom.com/wiki/Obfuscate_(VTM)	Obfuscate	skill	1	Cloak of Shadows: The vampire can become invisible while standing motionless.
https://whitewolf.fandom.com/wiki/Obfuscate_(VTM)	Obfuscate	skill	1	Silence of Death: The vampire can nullify all sound that they make.
https://whitewolf.fandom.com/wiki/Obfuscate_(VTM)	Obfuscate	skill	2	Unseen Passage: The vampire can move around while staying invisible​.
https://whitewolf.fandom.com/wiki/Obfuscate_(VTM)	Obfuscate	skill	2	Chimerstry: The vampire can create brief, but vivid single-sensory hallucinations. Amalgam: Presence 1.
https://whitewolf.fandom.com/wiki/Obfuscate_(VTM)	Obfuscate	skill	3	Ghost in the Machine: Other Obfuscate powers work on electronic recording devices.
https://whitewolf.fandom.com/wiki/Obfuscate_(VTM)	Obfuscate	skill	3	Mask of a Thousand Faces: The vampire can assume the voice and appearance of a generic person who blends in the current setting, i.e. a worker in a factory or a nightwatchman in an office.
https://whitewolf.fandom.com/wiki/Obfuscate_(VTM)	Obfuscate	skill	3	Fata Morgana: The vampire can craft elaborate multisensory hallucinations. Amalgam: Presence 2.
https://whitewolf.fandom.com/wiki/Obfuscate_(VTM)	Obfuscate	skill	3	Mental Maze[4]: The Vampire can make the victim unable to escape the building, leaving him feeling that the building folds back on itself. Amalgam: Dominate (VTM) 1.
https://whitewolf.fandom.com/wiki/Obfuscate_(VTM)	Obfuscate	skill	4	Conceal: Amalgam of Auspex 3. The vampire can cloak an inaminate object up to a small building from sight.
https://whitewolf.fandom.com/wiki/Obfuscate_(VTM)	Obfuscate	skill	4	Vanish: Requires Cloak of Shadows. The vampire can activate Cloak of Shadows or Unseen Passage even under direct observation.
https://whitewolf.fandom.com/wiki/Obfuscate_(VTM)	Obfuscate	skill	5	Cloak the Gathering: The vampire can Obfuscate their companions.
https://whitewolf.fandom.com/wiki/Obfuscate_(VTM)	Obfuscate	skill	5	Imposter's Guise: The vampire can disguise themselves as a specific person.
https://whitewolf.fandom.com/wiki/Presence_(VTM)	Presence	skill	6	Aire of Elation: Make everything you do seem so hilarious it incapacitates people
https://whitewolf.fandom.com/wiki/Presence_(VTM)	Presence	skill	6	Capture Reality: Project the essence of a scene through photographs or film
https://whitewolf.fandom.com/wiki/Presence_(VTM)	Presence	skill	6	Force of Personality: People are forced away from you by your aura
https://whitewolf.fandom.com/wiki/Presence_(VTM)	Presence	skill	6	Intensification: Create an object that instills a particular emotion in those who view it
https://whitewolf.fandom.com/wiki/Presence_(VTM)	Presence	skill	6	Love: Make someone enamored with you as if in a blood bond
https://whitewolf.fandom.com/wiki/Presence_(VTM)	Presence	skill	6	Melusine's Song: Command someone through song
https://whitewolf.fandom.com/wiki/Presence_(VTM)	Presence	skill	6	Paralyzing Glance: Send someone into a seizure of terror
https://whitewolf.fandom.com/wiki/Presence_(VTM)	Presence	skill	6	Passion: Fill a person or group with lust, greed, anger, or fear
https://whitewolf.fandom.com/wiki/Presence_(VTM)	Presence	skill	6	Renew the Earthly Pleasures: Overwhelm a vampire with mortal feelings
https://whitewolf.fandom.com/wiki/Presence_(VTM)	Presence	skill	6	Siren's Song: Instill particular emotions in a group through music
https://whitewolf.fandom.com/wiki/Presence_(VTM)	Presence	skill	6	Spark of Rage: Provoke a group of people to Frenzy
https://whitewolf.fandom.com/wiki/Presence_(VTM)	Presence	skill	6	Star Magnetism: Make those who see you in pictures or films in awe of you
https://whitewolf.fandom.com/wiki/Presence_(VTM)	Presence	skill	6	Two-Tiered Communication: Subliminally say different things to someone than what is heard publically
https://whitewolf.fandom.com/wiki/Presence_(VTM)	Presence	skill	6	Vengeance of the Martyr's Legacy: Compel all the vampire's descendants Frenzy
https://whitewolf.fandom.com/wiki/Presence_(VTM)	Presence	skill	7	Cooperation: Lessen hostilities and promote cooperation in a group
https://whitewolf.fandom.com/wiki/Presence_(VTM)	Presence	skill	7	Fires of Conviction: Embolden a crowd to riot in the name of some cause
https://whitewolf.fandom.com/wiki/Presence_(VTM)	Presence	skill	7	Mask Empathy: Cut emotional bonds between people
https://whitewolf.fandom.com/wiki/Presence_(VTM)	Presence	skill	7	Mind Numb: Drain the people around you of motivation or incentive to act
https://whitewolf.fandom.com/wiki/Presence_(VTM)	Presence	skill	7	Phobia: Make someone irrationally afraid of something
https://whitewolf.fandom.com/wiki/Presence_(VTM)	Presence	skill	7	Scourging the Instinct: Whip a crowd into a controlled frenzy
https://whitewolf.fandom.com/wiki/Presence_(VTM)	Presence	skill	7	Unholy Penance: Fill someone with guilt and the desire to beg forgiveness
https://whitewolf.fandom.com/wiki/Presence_(VTM)	Presence	skill	7	Vengeance of the Martyr's Legacy: Force all the vampire's descendants to Frenzy
https://whitewolf.fandom.com/wiki/Presence_(VTM)	Presence	skill	8	Bloodlust: Rouse your troops into an enraged horde capable of ignoring their wounds
https://whitewolf.fandom.com/wiki/Presence_(VTM)	Presence	skill	8	Corruption: Make someone addicted to sadistic acts or go into a Frenzy when presented with pleasurable things
https://whitewolf.fandom.com/wiki/Presence_(VTM)	Presence	skill	8	Invoke Frenzy: Send someone into one of three types of Frenzy
https://whitewolf.fandom.com/wiki/Presence_(VTM)	Presence	skill	8	Ironclad Command: It becomes very difficult to resist your Presence powers
https://whitewolf.fandom.com/wiki/Presence_(VTM)	Presence	skill	8	Perfect Paragon: Appear as the ideal person to whomever sees you
https://whitewolf.fandom.com/wiki/Presence_(VTM)	Presence	skill	9	A Perfect World: Make everyone in a city work towards making it your ideal city
https://whitewolf.fandom.com/wiki/Presence_(VTM)	Presence	skill	9	Pulse of the City: Project an emotion into the residents of a city
https://whitewolf.fandom.com/wiki/Presence_(VTM)	Presence	skill	10	Dream World: Project dreams and nightmares to everyone in the world
https://whitewolf.fandom.com/wiki/Presence_(VTM)	Presence	skill	10	Plot Device
https://whitewolf.fandom.com/wiki/Presence_(VTM)	Presence	skill	1	Awe: The vampire can add their Presence rating to their Persuasion and Performance checks
https://whitewolf.fandom.com/wiki/Presence_(VTM)	Presence	skill	1	Daunt:  The vampire can add their Presence rating to their Intimidation checks.
https://whitewolf.fandom.com/wiki/Presence_(VTM)	Presence	skill	1	Eyes of the Serpent:  Amalgam Protean 1.  The vampire can freeze a mortal in place with their gaze.
https://whitewolf.fandom.com/wiki/Presence_(VTM)	Presence	skill	2	Lingering Kiss: The vampire can gain bonuses to their Social pools against targets that they have Kissed.
https://whitewolf.fandom.com/wiki/Presence_(VTM)	Presence	skill	3	Dread Gaze: The vampire can inflict terror in their target.
https://whitewolf.fandom.com/wiki/Presence_(VTM)	Presence	skill	3	Entrancement: The vampire can add their Presence rating to all Social pools and make small requests of the target.
https://whitewolf.fandom.com/wiki/Presence_(VTM)	Presence	skill	3	True Love's Face: Combining Presence with Obfuscate, the vampire can take the appearance of someone their victim loves.
https://whitewolf.fandom.com/wiki/Presence_(VTM)	Presence	skill	4	Irresistible Voice: Amalgam Dominate 1. The vampire can now use Dominate powers with their voice alone.
https://whitewolf.fandom.com/wiki/Presence_(VTM)	Presence	skill	4	Summon: The Vampire may summon anyone that has been under the influence of their Awe, Entrancement or Tasted the user's Blood.
https://whitewolf.fandom.com/wiki/Presence_(VTM)	Presence	skill	4	Magnum Opus: Amalgam Auspex 3. When the vampire creates a work of art (ex: painting, sculpture), they can impart on to their work a portion of their Presence, making the audience succumb to it's hypnotic allure or fear it's dreadful visage.
https://whitewolf.fandom.com/wiki/Presence_(VTM)	Presence	skill	5	Majesty: The vampire can make everyone in their presence unable to act in conflict against them.
https://whitewolf.fandom.com/wiki/Presence_(VTM)	Presence	skill	5	Star Magnetism: Awe, Daunt, and Entrancement can be used through live feeds and electronic streams.
https://whitewolf.fandom.com/wiki/Animalism_(VTM)	Animalism	skill	6	Animal Succulence: Gain more vitae from animal blood
https://whitewolf.fandom.com/wiki/Animalism_(VTM)	Animalism	skill	6	Beast Walk: Hop from animal body to animal body
https://whitewolf.fandom.com/wiki/Animalism_(VTM)	Animalism	skill	6	Deep Song: Influence the emotional state of listeners with a song
https://whitewolf.fandom.com/wiki/Animalism_(VTM)	Animalism	skill	6	Eye of the Szlachta: Possess the body of a ghoul
https://whitewolf.fandom.com/wiki/Animalism_(VTM)	Animalism	skill	6	Gap of Ages: As Feral Whispers, except give commands to an animal and all of its descendants
https://whitewolf.fandom.com/wiki/Animalism_(VTM)	Animalism	skill	6	Pact with Animals: Gain bestial qualities from the blood of an animal
https://whitewolf.fandom.com/wiki/Animalism_(VTM)	Animalism	skill	6	Quell the Herd: As Quell the Beast but on groups of mortals or animals
https://whitewolf.fandom.com/wiki/Animalism_(VTM)	Animalism	skill	6	Sense the Savage Way: Share the senses of an animal
https://whitewolf.fandom.com/wiki/Animalism_(VTM)	Animalism	skill	6	Shared Soul: Meld minds with an animal and probe their memories
https://whitewolf.fandom.com/wiki/Animalism_(VTM)	Animalism	skill	6	Shepherd's Innocence: Gain the trust and attention of all animals
https://whitewolf.fandom.com/wiki/Animalism_(VTM)	Animalism	skill	6	Song in the Dark: Summon huge worms from the deep earth to shift the earth, creating caverns or earthquakes
https://whitewolf.fandom.com/wiki/Animalism_(VTM)	Animalism	skill	6	Species Speech: As Feral Whispers, except speak with all animals of a species present
https://whitewolf.fandom.com/wiki/Animalism_(VTM)	Animalism	skill	6	Tainted Oasis: Taint a land so that animals that feed from it become stronger and loyal
https://whitewolf.fandom.com/wiki/Animalism_(VTM)	Animalism	skill	6	Tier of Souls: Gain memories or powers from the blood you drink
https://whitewolf.fandom.com/wiki/Animalism_(VTM)	Animalism	skill	7	Conquer the Beast: Enter and leave your Frenzy at will
https://whitewolf.fandom.com/wiki/Animalism_(VTM)	Animalism	skill	7	Master's Voice: As Species Speech, except speak to all animals regardless of species
https://whitewolf.fandom.com/wiki/Animalism_(VTM)	Animalism	skill	7	Send the Eighth Plague: Summon beasts to devastate the harvests of a land
https://whitewolf.fandom.com/wiki/Animalism_(VTM)	Animalism	skill	7	Stampede: Induce animalistic panic in a group of mortals
https://whitewolf.fandom.com/wiki/Animalism_(VTM)	Animalism	skill	7	Twist the Feral Will: Force an animal to obey you without speaking or remaining near it
https://whitewolf.fandom.com/wiki/Animalism_(VTM)	Animalism	skill	7	Beast Shard: Split up your Beast and instill shards in others, making them more prone to Frenzy and making them more susceptible to your Disciplines
https://whitewolf.fandom.com/wiki/Animalism_(VTM)	Animalism	skill	8	Crimson Fury: Your blood causes Frenzy in any who taste it and diablerists must fight off your Beast
https://whitewolf.fandom.com/wiki/Animalism_(VTM)	Animalism	skill	8	Mass Summons: Summon all animals within miles of you
https://whitewolf.fandom.com/wiki/Animalism_(VTM)	Animalism	skill	8	Taunt the Caged Beast: Cause other vampires to Frenzy
https://whitewolf.fandom.com/wiki/Animalism_(VTM)	Animalism	skill	8	Twin Spirits: Possess an animal's body without losing control of your own
https://whitewolf.fandom.com/wiki/Animalism_(VTM)	Animalism	skill	8	Unchain the Ferocious Beast: Cause a target's Beast to tear at them from within
https://whitewolf.fandom.com/wiki/Animalism_(VTM)	Animalism	skill	9	Eyes of the Forest: Meld to the earth and use the animals in the forest as eyes.
https://whitewolf.fandom.com/wiki/Animalism_(VTM)	Animalism	skill	9	Flesh Bond: Physically meld with one or more animals
https://whitewolf.fandom.com/wiki/Animalism_(VTM)	Animalism	skill	9	Free the Beast Within: Enter a controlled Frenzy and gain several powers from the Beast
https://whitewolf.fandom.com/wiki/Animalism_(VTM)	Animalism	skill	9	Unchain the Beast: Cause a target's Beast to tear at them from within
https://whitewolf.fandom.com/wiki/Animalism_(VTM)	Animalism	skill	10	Army of Beasts: Control all animals within a mile
https://whitewolf.fandom.com/wiki/Animalism_(VTM)	Animalism	skill	10	Plot Device
https://whitewolf.fandom.com/wiki/Animalism_(VTM)	Animalism	skill	1	Bound Famulus: The vampire can form a bond with an animal facilitating the use of other Animalism powers.
https://whitewolf.fandom.com/wiki/Animalism_(VTM)	Animalism	skill	1	Sense the Beast: The vampire can sense the beast within other vampires, mortals and supernatural creatures.​​
https://whitewolf.fandom.com/wiki/Animalism_(VTM)	Animalism	skill	2	Feral Whispers: The vampire can summon and communicate with an animal.
https://whitewolf.fandom.com/wiki/Animalism_(VTM)	Animalism	skill	2	Atavism: The vampire can cause an animal to temporarily revert to their primal instincts, forcing them to attack anyone nearby or to flee the scene.
https://whitewolf.fandom.com/wiki/Animalism_(VTM)	Animalism	skill	3	Animal Succulence: The vampire can slake additional Hunger by feeding on animals.
https://whitewolf.fandom.com/wiki/Animalism_(VTM)	Animalism	skill	3	Quell the Beast: The vampire can cow mortals and can pull vampiric targets out of frenzy.
https://whitewolf.fandom.com/wiki/Animalism_(VTM)	Animalism	skill	3	Unliving Hive: Amalgam Obfuscate 2. The vampire can become a permanent home for swarms of flies or cockroaches or similar small creatures.
https://whitewolf.fandom.com/wiki/Animalism_(VTM)	Animalism	skill	4	Subsume the Spirit: The vampire can mentally take over an animal target.
https://whitewolf.fandom.com/wiki/Animalism_(VTM)	Animalism	skill	5	Animal Dominion: The vampire can perfectly direct swarms and flocks of animals.
https://whitewolf.fandom.com/wiki/Animalism_(VTM)	Animalism	skill	5	Drawing Out the Beast: The vampire can cause a target to immediately frenzy.
https://whitewolf.fandom.com/wiki/Fortitude	Fortitude	skill	1	Resilience: The vampire can add their Fortitude rating to their Health total.
https://whitewolf.fandom.com/wiki/Fortitude	Fortitude	skill	1	Unswayable Mind: The vampire can add their Fortitude rating to dice rolls to resist manipulation and coercion.
https://whitewolf.fandom.com/wiki/Fortitude	Fortitude	skill	2	Toughness: The vampire can subtract Fortitude rating from all Superficial damage sustained.
https://whitewolf.fandom.com/wiki/Fortitude	Fortitude	skill	2	Enduring Beasts: The vampire can extend their Fortitude powers to animals under the effect of their Animalism. Amalgam: Animalism 1.
https://whitewolf.fandom.com/wiki/Fortitude	Fortitude	skill	2	Obdurate: By shoring up their physical hardiness with vampiric Potence, the Kindred may maintain a steady footing when struck by a massive force. Amalgam: Potence 2
https://whitewolf.fandom.com/wiki/Fortitude	Fortitude	skill	2	Valeren: Projects Fortitude outwardly, willing the vampire's Blood to mend another vampire's injuries. Amalgam: Auspex 1.
https://whitewolf.fandom.com/wiki/Fortitude	Fortitude	skill	3	Defy Bane: The vampire can downgrade Aggravated damage into Superficial damage.
https://whitewolf.fandom.com/wiki/Fortitude	Fortitude	skill	3	Fortify the Inner Facade: The vampire can use their Fortitude to resist the Auspex powers of Scry Soul and Telepathy.
https://whitewolf.fandom.com/wiki/Fortitude	Fortitude	skill	4	Draught of Endurance: The vampire can bestow their Fortitude abilities onto those who drink their blood.
https://whitewolf.fandom.com/wiki/Fortitude	Fortitude	skill	4	Shatter: The vampire becomes so tough, that they repel close combat blows, to the point where weapons break and bones shatter. Requirement: ​ Toughness.
https://whitewolf.fandom.com/wiki/Fortitude	Fortitude	skill	5	Flesh of Marble: The vampire can ignore the first source of damage each turn, including Fire but not Sunlight.
https://whitewolf.fandom.com/wiki/Fortitude	Fortitude	skill	5	Prowess of Pain: The vampire can ignore penalties to dice pools from injury.
https://whitewolf.fandom.com/wiki/Fortitude	Fortitude	skill	6	Personal Armor: Weapons that hit you may break
https://whitewolf.fandom.com/wiki/Fortitude	Fortitude	skill	6	Sensory Shield: Protect your mind from sensory overload and suffer less wound penalties
https://whitewolf.fandom.com/wiki/Fortitude	Fortitude	skill	6	Stand Against All Foes: Cannot be moved from your spot by any force
https://whitewolf.fandom.com/wiki/Fortitude	Fortitude	skill	6	Alabastard: Ignore damage penalties
https://whitewolf.fandom.com/wiki/Fortitude	Fortitude	skill	7	Armor of Kings: Weapons that hit you may break, doing no damage
https://whitewolf.fandom.com/wiki/Fortitude	Fortitude	skill	7	Curse the Laurel: Slowly move stakes from your heart
https://whitewolf.fandom.com/wiki/Fortitude	Fortitude	skill	7	Resilient Mind: Your mind sheds derangements and animalistic quirks while becoming resistant to mind-altering powers
https://whitewolf.fandom.com/wiki/Fortitude	Fortitude	skill	7	Shared Strength: Grant your supernatural resilience to another
https://whitewolf.fandom.com/wiki/Fortitude	Fortitude	skill	8	Adamantine: Weapons that hit you may break, doing no damage
https://whitewolf.fandom.com/wiki/Fortitude	Fortitude	skill	8	Eternal Vigilance: Remain awake during the day almost at full strength
https://whitewolf.fandom.com/wiki/Fortitude	Fortitude	skill	8	King of the Mountain: Take no actions but fully blocking attacks, breaking weapons that you stop
https://whitewolf.fandom.com/wiki/Fortitude	Fortitude	skill	8	Repair the Undead Flesh: Heal aggravated damage without need of rest
https://whitewolf.fandom.com/wiki/Fortitude	Fortitude	skill	8	Armored Flesh: Suffer no damage outside of combat, and block attacks with your bare hands.
https://whitewolf.fandom.com/wiki/Fortitude	Fortitude	skill	9	Arm of Prometheus: Make one of your limbs completely indestructible for 10 minutes
https://whitewolf.fandom.com/wiki/Fortitude	Fortitude	skill	10	Plot Device
https://whitewolf.fandom.com/wiki/Protean_(VTM)	Protean	skill	6	Adaptability: Attune oneself to survive in extreme environments
